,id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice,frontage_pct,total_porch_sf,total_sf,has_pool,has_garage,has_basement,has_porch,Artery,Feedr,PosA,PosN,RRAe,RRAn,RRNe,RRNn,AsphShn,Brk Cmn,BrkComm,BrkFace,CBlock,CemntBd,CmentBd,HdBoard,ImStucc,MetalSd,Plywood,Stone,Stucco,VinylSd,Wd Sdng,Wd Shng,WdShing,bsmt_sf_ALQ,bsmt_sf_BLQ,bsmt_sf_GLQ,bsmt_sf_LwQ,bsmt_sf_NA,bsmt_sf_Rec,bsmt_sf_Unf,total_bath
78,136,535106190,90,RL,80.0,11600,Pave,NA,3,Lvl,AllPub,Corner,2,NAmes,Duplex,2Story,5,5,1960,1960,Gable,CompShg,BrkFace,361.0,3,3,CBlock,3.0,3.0,1.0,662.0,1105.0,GasA,3,Y,FuseA,1105,1169,0,2274,0.0,0.0,2,0,5,2,3,12,8,0,0,Detchd,1960.0,1.0,2.0,480.0,3,3,2,0,0,0,0,0,0,0,0,NA,0,1,2010,WD ,154300,0.00799424164049653,0,3379.0,0,1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443.0,0.0,2.0
83,402,527425110,20,RL,60.0,9000,Pave,NA,3,Lvl,AllPub,FR2,2,NAmes,1Fam,1Story,4,7,1971,2006,Gable,CompShg,None,0.0,3,4,CBlock,3.0,3.0,1.0,624.0,864.0,GasA,4,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,3,1,3,5,8,0,0,Detchd,1986.0,1.0,2.0,576.0,3,3,2,200,0,0,0,0,0,0,2,NA,0,7,2009,WD ,130000,0.00799424164049653,200,1928.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2,0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
87,1940,535327200,20,RL,70.0,13300,Pave,NA,3,Lvl,AllPub,Inside,2,NAmes,1Fam,1Story,5,7,1956,2000,Hip,CompShg,None,0.0,3,3,CBlock,4.0,3.0,1.0,551.0,928.0,GasA,3,Y,SBrkr,928,0,0,928,0.0,0.0,1,0,2,1,3,4,8,0,0,Attchd,1956.0,1.0,1.0,252.0,3,3,2,261,0,156,0,0,0,0,0,NA,0,6,2007,WD ,132000,0.00799424164049653,417,2273.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377.0,0.0,1.0
94,124,534403410,80,RL,112.81473803068702,14112,Pave,NA,2,Lvl,AllPub,Corner,2,NAmes,1Fam,SLvl,5,7,1964,1964,Hip,CompShg,BrkFace,86.0,3,3,PConc,3.0,3.0,3.0,138.0,1152.0,GasA,3,Y,SBrkr,1152,0,0,1152,1.0,0.0,1,0,3,1,3,6,8,1,4,Attchd,1964.0,2.0,2.0,484.0,3,3,2,227,0,0,0,0,0,0,0,NA,0,4,2010,WD ,180500,0.00799424164049653,227,2531.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1014.0,0.0,0.0,0.0,0.0,1.0
97,1886,534276180,20,RL,74.0,7450,Pave,NA,2,Lvl,AllPub,Inside,2,NAmes,1Fam,1Story,5,5,1956,1956,Hip,CompShg,None,0.0,3,3,CBlock,3.0,3.0,1.0,250.0,894.0,GasA,4,Y,SBrkr,1074,0,0,1074,0.0,0.0,1,0,2,1,4,6,7,1,4,Detchd,1966.0,1.0,2.0,396.0,3,3,2,0,72,0,0,0,0,0,2,NA,0,1,2007,WD ,124000,0.00799424164049653,72,2040.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,206.0,0.0,438.0,0.0,1.0
108,2309,526303060,20,RL,314.8452127693153,39384,Pave,NA,2,Low,AllPub,CulDSac,0,NAmes,1Fam,1Story,6,6,1957,1957,Gable,CompShg,Stone,902.0,3,3,CBlock,4.0,3.0,4.0,595.0,1705.0,GasA,5,Y,SBrkr,1390,0,0,1390,1.0,0.0,1,1,1,1,5,4,7,2,4,Attchd,1957.0,1.0,2.0,550.0,3,3,2,0,189,0,0,0,0,0,0,NA,0,10,2006,WD ,252000,0.00799424164049653,189,3284.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,1110.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
111,1881,534252110,20,RL,98.66493032700818,12342,Pave,NA,2,Lvl,AllPub,Inside,2,NAmes,1Fam,1Story,5,5,1960,1978,Hip,CompShg,None,0.0,3,3,CBlock,3.0,3.0,1.0,978.0,978.0,GasA,3,Y,SBrkr,1422,0,0,1422,0.0,0.0,1,0,3,1,3,6,7,1,3,Attchd,1960.0,2.0,1.0,286.0,3,3,2,0,0,36,0,0,0,0,2,Shed,600,8,2007,WD ,139900,0.00799424164049653,36,2436.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
113,166,535457010,20,RL,87.0,10000,Pave,NA,2,Lvl,AllPub,Corner,2,NAmes,1Fam,1Story,6,6,1962,1962,Hip,CompShg,BrkFace,261.0,3,3,CBlock,3.0,3.0,1.0,1116.0,1116.0,GasA,3,Y,SBrkr,1116,0,0,1116,0.0,0.0,1,1,3,1,3,5,8,0,0,Attchd,1962.0,1.0,2.0,440.0,3,3,2,0,0,0,0,385,0,0,0,NA,0,2,2010,WD ,160000,0.00799424164049653,385,2617.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
121,637,535178040,20,RL,70.0,8750,Pave,NA,3,Lvl,AllPub,Inside,2,NAmes,1Fam,1Story,5,5,1956,1956,Gable,CompShg,None,0.0,3,3,CBlock,3.0,3.0,1.0,565.0,1202.0,GasA,3,Y,SBrkr,1202,0,0,1202,0.0,1.0,1,0,3,1,3,6,8,0,0,Attchd,1956.0,2.0,1.0,304.0,3,3,2,0,35,120,0,0,0,0,2,NA,0,11,2009,COD,120000,0.00799424164049653,155,2559.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,202.0,0.0,0.0,0.0,435.0,0.0,1.0
150,420,527455280,20,RL,85.61832796971784,10710,Pave,NA,3,Lvl,AllPub,Inside,2,NAmes,1Fam,1Story,5,7,1966,2004,Hip,CompShg,BrkFace,165.0,4,3,PConc,3.0,3.0,1.0,220.0,864.0,GasA,5,Y,SBrkr,1120,0,0,1120,0.0,1.0,1,0,3,1,3,5,8,1,3,Attchd,1966.0,2.0,2.0,656.0,3,3,2,0,162,0,0,0,0,0,0,Shed,1200,7,2009,WD ,148800,0.00799424164049653,162,2146.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,644.0,0.0,0.0,0.0,0.0,0.0,1.0
152,632,535152230,20,RL,70.0,8400,Pave,NA,3,Lvl,AllPub,Inside,2,NAmes,1Fam,1Story,6,3,1957,1957,Hip,CompShg,None,0.0,3,3,CBlock,3.0,3.0,1.0,628.0,1478.0,GasA,4,Y,SBrkr,1478,0,0,1478,1.0,0.0,1,1,3,1,3,6,8,2,4,Attchd,1957.0,2.0,2.0,442.0,3,3,2,114,0,0,0,216,0,0,0,NA,0,6,2009,WD ,156500,0.00799424164049653,330,3286.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,189.0,0.0,0.0,0.0,0.0,661.0,0.0,1.5
154,1885,534276160,20,RL,70.0,7535,Pave,NA,2,Lvl,AllPub,Inside,2,NAmes,1Fam,1Story,5,7,1958,1985,Gable,CompShg,None,0.0,3,3,CBlock,3.0,3.0,1.0,522.0,912.0,GasA,2,Y,SBrkr,912,0,0,912,0.0,1.0,1,0,2,1,3,5,8,0,0,Attchd,1958.0,0.0,1.0,297.0,3,3,2,12,285,0,0,0,0,0,1,Shed,480,6,2007,WD ,120000,0.00799424164049653,297,2121.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,111.0,0.0,279.0,0.0,0.0,0.0,1.0
157,1282,535476370,60,RL,80.0,9760,Pave,NA,3,Lvl,AllPub,Inside,1,NAmes,1Fam,2Story,6,6,1964,1964,Gable,CompShg,BrkFace,360.0,3,3,CBlock,3.0,3.0,4.0,0.0,780.0,GasA,3,Y,SBrkr,798,813,0,1611,1.0,0.0,1,1,4,1,3,7,8,0,0,Attchd,1964.0,2.0,2.0,442.0,3,3,2,328,128,0,0,189,0,0,0,NA,0,6,2008,WD ,167900,0.00799424164049653,645,3036.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,674.0,106.0,0.0,0.0,0.0,1.5
159,2581,535180070,20,RL,72.0,10011,Pave,NA,2,Lvl,AllPub,Inside,2,NAmes,1Fam,1Story,5,6,1957,1996,Gable,CompShg,BrkFace,64.0,3,3,CBlock,3.0,3.0,1.0,710.0,1070.0,GasA,3,Y,SBrkr,1236,0,0,1236,0.0,1.0,1,0,2,1,4,6,7,1,2,Attchd,1957.0,1.0,1.0,447.0,3,3,2,0,0,0,0,0,0,0,3,NA,0,5,2006,WD ,134450,0.00799424164049653,0,2306.0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,1.0
164,2615,535404080,20,RL,73.0,7100,Pave,NA,2,Lvl,AllPub,Corner,2,NAmes,1Fam,1Story,5,7,1957,1957,Gable,CompShg,None,0.0,3,3,CBlock,3.0,3.0,1.0,108.0,816.0,GasA,3,Y,FuseA,816,0,0,816,1.0,0.0,1,0,2,1,3,5,8,0,0,Detchd,1957.0,1.0,1.0,308.0,3,3,2,0,0,0,0,0,0,0,0,NA,0,7,2006,WD ,129900,0.00799424164049653,0,1632.0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,708.0,0.0,0.0,0.0,0.0,1.0
173,1910,534479140,70,RL,79.0,9480,Pave,NA,3,Lvl,AllPub,Inside,2,NAmes,1Fam,2Story,5,7,1942,1995,Gable,CompShg,Stone,224.0,3,3,CBlock,3.0,3.0,1.0,342.0,728.0,GasA,5,Y,SBrkr,888,756,0,1644,0.0,0.0,1,1,3,1,4,7,8,2,4,Attchd,1942.0,1.0,1.0,312.0,3,3,2,168,0,0,0,0,0,0,0,NA,0,6,2007,WD ,146500,0.00799424164049653,168,2540.0,0,1,1,1,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,386.0,0.0,0.0,0.0,1.5
188,2569,535125060,60,RL,88.0,14200,Pave,NA,3,Lvl,AllPub,Corner,2,NAmes,1Fam,2Story,7,6,1966,1966,Gable,CompShg,BrkFace,309.0,3,3,CBlock,3.0,3.0,1.0,479.0,924.0,GasA,5,Y,SBrkr,1216,941,0,2157,0.0,0.0,2,1,4,1,4,8,8,2,4,Attchd,1966.0,0.0,2.0,487.0,3,3,2,105,66,0,0,0,0,0,4,NA,0,5,2006,WD ,226000,0.00799424164049653,171,3252.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445.0,0.0,2.5
194,670,535402330,90,RL,91.0,11643,Pave,NA,3,Lvl,AllPub,Inside,2,NAmes,Duplex,2Story,5,5,1969,1969,Gable,CompShg,BrkFace,368.0,3,3,CBlock,3.0,3.0,1.0,748.0,1248.0,GasA,3,Y,SBrkr,1338,1296,0,2634,1.0,1.0,2,2,6,2,3,12,8,0,0,Detchd,1969.0,1.0,4.0,968.0,3,3,2,0,0,0,0,0,0,0,0,NA,0,8,2009,WD ,200000,0.00799424164049653,0,3882.0,0,1,1,0,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,3.0
210,24,527402200,20,RL,89.8632702808215,11241,Pave,NA,2,Lvl,AllPub,CulDSac,2,NAmes,1Fam,1Story,6,7,1970,1970,Gable,CompShg,BrkFace,180.0,3,3,CBlock,3.0,3.0,1.0,426.0,1004.0,GasA,5,Y,SBrkr,1004,0,0,1004,1.0,0.0,1,0,2,1,3,5,8,1,3,Attchd,1970.0,0.0,2.0,480.0,3,3,2,0,0,0,0,0,0,0,0,Shed,700,3,2010,WD ,149000,0.00799424164049653,0,2008.0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,578.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
216,649,535353040,20,RL,60.0,7626,Pave,NA,3,Lvl,AllPub,Inside,2,NAmes,1Fam,1Story,5,8,1952,2005,Hip,CompShg,None,0.0,4,3,CBlock,3.0,3.0,1.0,100.0,1031.0,GasA,4,Y,SBrkr,1031,0,0,1031,1.0,0.0,1,0,2,1,4,5,8,0,0,Attchd,1952.0,1.0,1.0,230.0,3,3,2,0,0,0,0,0,0,0,3,NA,0,3,2009,WD ,145500,0.00799424164049653,0,2062.0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,931.0,0.0,0.0,0.0,0.0,1.0
218,617,534475185,20,RL,128.0,12160,Pave,NA,3,Lvl,AllPub,Inside,2,NAmes,1Fam,1Story,6,4,1953,1953,Hip,CompShg,BrkFace,90.0,3,3,CBlock,3.0,3.0,1.0,481.0,1505.0,GasA,5,Y,SBrkr,1505,0,0,1505,1.0,0.0,1,0,2,1,3,6,8,1,3,Attchd,1953.0,2.0,2.0,505.0,3,3,2,0,0,0,162,0,0,0,0,NA,0,2,2009,WD ,149500,0.00799424164049653,162,3172.0,0,1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,1024.0,0.0,0.0,0.0,0.0,0.0,1.0
221,2542,534275010,20,RL,85.21062164605252,10659,Pave,NA,2,Lvl,AllPub,Inside,2,NAmes,1Fam,1Story,5,6,1961,1961,Hip,CompShg,None,0.0,3,3,CBlock,3.0,3.0,1.0,135.0,1050.0,GasA,3,Y,SBrkr,1050,0,0,1050,1.0,0.0,1,0,3,1,3,6,8,0,0,Attchd,1961.0,1.0,1.0,368.0,3,3,2,0,319,0,0,0,0,0,0,NA,0,1,2006,COD,136500,0.00799424164049653,319,2419.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,915.0,0.0,1.0
236,1896,534425015,20,RL,175.88930457420466,22002,Pave,NA,3,Lvl,AllPub,Corner,2,NAmes,1Fam,1Story,6,7,1959,1991,Gable,CompShg,BrkFace,136.0,3,4,CBlock,3.0,3.0,2.0,206.0,1592.0,GasA,4,Y,SBrkr,1652,0,0,1652,1.0,0.0,1,1,3,1,4,6,8,1,4,Attchd,1959.0,2.0,2.0,510.0,3,3,2,0,0,0,0,201,0,0,0,NA,0,7,2007,WD ,200000,0.00799424164049653,201,3445.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,1386.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
237,628,535126010,60,RL,100.0,13000,Pave,NA,3,Lvl,AllPub,Corner,2,NAmes,1Fam,2Story,6,6,1968,1968,Gable,CompShg,BrkFace,576.0,3,4,CBlock,4.0,3.0,1.0,448.0,896.0,GasA,3,Y,SBrkr,1182,960,0,2142,0.0,0.0,2,1,4,1,4,8,8,1,4,Attchd,1968.0,0.0,1.0,509.0,3,3,2,0,72,0,0,252,0,0,0,NA,0,6,2009,WD ,193500,0.00799424164049653,324,3362.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448.0,0.0,2.5
238,1212,534403050,20,RL,75.0,8250,Pave,NA,3,Lvl,AllPub,Inside,2,NAmes,1Fam,1Story,6,7,1964,1964,Hip,CompShg,Stone,260.0,3,3,CBlock,4.0,3.0,1.0,305.0,1092.0,GasA,5,Y,SBrkr,1092,0,0,1092,1.0,0.0,1,0,3,1,3,6,8,0,0,Attchd,1964.0,2.0,2.0,504.0,3,4,2,0,0,0,0,0,0,0,3,NA,0,7,2008,WD ,145000,0.00799424164049653,0,2184.0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,787.0,0.0,1.0
241,2560,534475160,20,RL,89.0,10858,Pave,NA,3,Lvl,AllPub,Corner,2,NAmes,1Fam,1Story,5,6,1952,1952,Gable,CompShg,Stone,150.0,3,4,CBlock,3.0,3.0,2.0,1404.0,1444.0,GasA,5,Y,SBrkr,1624,0,0,1624,1.0,0.0,1,0,2,1,3,6,7,1,4,Attchd,1952.0,2.0,1.0,240.0,3,3,2,0,40,324,0,0,0,0,3,NA,0,7,2006,WD ,146500,0.00799424164049653,364,3432.0,0,1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,1.0
247,2583,535301150,20,RL,70.0,8092,Pave,NA,3,Lvl,AllPub,Inside,2,NAmes,1Fam,1Story,6,8,1954,2000,Hip,CompShg,BrkFace,176.0,3,4,CBlock,3.0,3.0,1.0,226.0,1050.0,GasA,5,Y,SBrkr,1050,0,0,1050,1.0,0.0,1,0,3,1,4,6,8,0,0,Attchd,1954.0,2.0,1.0,286.0,3,3,2,0,0,0,0,0,0,0,0,NA,0,6,2006,WD ,156000,0.00799424164049653,0,2100.0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,824.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
248,1206,534277060,20,RL,77.0,8593,Pave,NA,2,Lvl,AllPub,Inside,2,NAmes,1Fam,1Story,4,6,1957,1957,Hip,CompShg,None,0.0,3,3,CBlock,3.0,3.0,1.0,619.0,907.0,GasA,5,Y,SBrkr,907,0,0,907,0.0,0.0,1,0,3,1,3,5,8,0,0,Detchd,1964.0,1.0,1.0,352.0,3,3,2,0,0,0,0,0,0,0,0,NA,0,7,2008,WD ,109008,0.00799424164049653,0,1814.0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,0.0,1.0
251,121,534401110,20,RL,90.0,9900,Pave,NA,3,Lvl,AllPub,Corner,2,NAmes,1Fam,1Story,5,5,1966,1966,Hip,CompShg,None,0.0,3,3,PConc,4.0,3.0,1.0,150.0,1209.0,GasA,4,Y,SBrkr,1209,0,0,1209,1.0,0.0,1,0,3,1,3,6,8,0,0,Attchd,1966.0,2.0,2.0,504.0,3,3,2,0,0,120,0,0,0,0,0,NA,0,4,2010,ConLD,159000,0.00799424164049653,120,2538.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,1059.0,0.0,0.0,0.0,0.0,0.0,1.0
273,1962,535451110,20,RL,60.0,7200,Pave,NA,3,Lvl,AllPub,Inside,2,NAmes,1Fam,1Story,5,8,1950,2002,Gable,CompShg,None,0.0,3,3,CBlock,3.0,3.0,1.0,317.0,864.0,GasA,4,Y,SBrkr,864,0,0,864,1.0,0.0,1,0,3,1,4,5,8,0,0,Detchd,1980.0,2.0,2.0,720.0,3,3,2,194,0,0,0,0,0,0,0,NA,0,7,2007,WD ,129000,0.00799424164049653,194,1922.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2,0,0.0,0.0,398.0,149.0,0.0,0.0,0.0,0.0,0.0,1.0
275,2578,535178100,80,RL,125.0,10000,Pave,NA,3,Lvl,AllPub,Corner,2,NAmes,1Fam,SLvl,5,6,1956,1956,Hip,CompShg,BrkFace,272.0,3,3,CBlock,3.0,3.0,3.0,99.0,1058.0,GasA,5,Y,SBrkr,1370,0,0,1370,1.0,0.0,1,0,3,1,3,6,8,1,3,Basment,1956.0,2.0,1.0,300.0,3,3,2,191,0,0,0,120,0,0,3,NA,0,2,2006,WD ,148000,0.00799424164049653,311,2739.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,678.0,0.0,0.0,0.0,281.0,0.0,1.0
291,149,535180130,50,RL,60.0,8382,Pave,NA,3,Lvl,AllPub,Inside,2,NAmes,1Fam,1.5Fin,4,5,1956,1956,Gable,CompShg,None,0.0,3,3,CBlock,3.0,3.0,1.0,832.0,832.0,GasA,3,Y,FuseA,832,505,0,1337,0.0,0.0,1,0,3,1,3,5,8,0,0,Attchd,1956.0,1.0,1.0,263.0,3,3,2,0,0,0,0,0,0,0,0,NA,0,2,2010,WD ,108000,0.00799424164049653,0,2169.0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
304,3,526351010,20,RL,81.0,14267,Pave,NA,2,Lvl,AllPub,Corner,2,NAmes,1Fam,1Story,6,6,1958,1958,Hip,CompShg,BrkFace,108.0,3,3,CBlock,3.0,3.0,1.0,406.0,1329.0,GasA,3,Y,SBrkr,1329,0,0,1329,0.0,0.0,1,1,3,1,4,6,8,0,0,Attchd,1958.0,1.0,1.0,312.0,3,3,2,393,36,0,0,0,0,0,0,Gar2,12500,6,2010,WD ,172000,0.00799424164049653,429,3087.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,923.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
307,2594,535354130,50,RL,50.0,7500,Pave,NA,3,Lvl,AllPub,Inside,2,NAmes,1Fam,1.5Fin,6,6,1947,1950,Gable,CompShg,None,0.0,3,3,CBlock,3.0,3.0,1.0,784.0,784.0,GasA,5,Y,FuseA,900,412,0,1312,0.0,0.0,1,1,3,1,3,6,8,0,0,Detchd,1953.0,1.0,2.0,649.0,3,3,2,0,28,0,0,0,0,0,0,NA,0,10,2006,WD ,127000,0.00799424164049653,28,2124.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
324,2533,534201230,20,RL,80.0,9600,Pave,NA,3,Lvl,AllPub,Corner,2,NAmes,1Fam,1Story,5,5,1968,1968,Gable,CompShg,None,0.0,3,3,CBlock,3.0,3.0,1.0,293.0,1051.0,GasA,4,Y,SBrkr,1051,0,0,1051,1.0,0.0,1,0,3,1,3,6,8,0,0,Attchd,1968.0,2.0,2.0,504.0,3,3,2,0,0,0,0,0,0,0,0,NA,0,7,2006,WD ,142000,0.00799424164049653,0,2102.0,0,1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,758.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
340,2624,535453160,20,RL,70.0,7560,Pave,NA,3,Lvl,AllPub,Inside,2,NAmes,1Fam,1Story,5,5,1959,1959,Gable,CompShg,None,0.0,3,3,CBlock,3.0,3.0,1.0,671.0,1040.0,GasA,3,Y,FuseA,1040,0,0,1040,0.0,0.0,1,0,3,1,3,6,8,0,0,Attchd,1959.0,2.0,1.0,286.0,3,3,2,140,0,252,0,0,0,0,2,NA,0,7,2006,WD ,133700,0.00799424164049653,392,2472.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,369.0,0.0,0.0,0.0,1.0
343,2549,534427090,190,RL,75.0,10382,Pave,NA,3,Lvl,AllPub,Inside,2,NAmes,2fmCon,SLvl,6,5,1958,1958,Hip,CompShg,BrkFace,105.0,3,2,CBlock,3.0,3.0,4.0,75.0,588.0,GasA,3,Y,SBrkr,1095,0,0,1095,1.0,0.0,1,0,2,1,3,6,8,0,0,Attchd,1958.0,2.0,1.0,264.0,3,3,2,0,0,0,0,0,0,0,0,NA,0,3,2006,ConLD,140000,0.00799424164049653,0,1683.0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0,0,0,0,0,0,0.0,0.0,513.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
352,151,535302200,20,RL,119.0,10895,Pave,NA,3,Lvl,AllPub,Corner,2,NAmes,1Fam,1Story,5,6,1955,1955,Gable,CompShg,None,0.0,3,4,CBlock,3.0,3.0,1.0,324.0,972.0,GasA,3,Y,SBrkr,972,0,0,972,0.0,0.0,1,0,3,1,3,5,8,0,0,Attchd,1955.0,1.0,1.0,305.0,3,3,2,0,0,205,0,0,0,0,2,NA,0,6,2010,WD ,122500,0.00799424164049653,205,2149.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648.0,0.0,1.0
